SITE,SITE_CODE,LATITUDE,LONGITUDE,COUNTRY,PROVINCE_DISTRICT,RFZ,BIOME,CONTEXT,TECHNIQUE,MATERIAL,SPECIES,LAB_ID,DATE,UNCERTAINTY,ARCH_PERIOD,ARCH_SUBPERIOD,SAMPLE_CONTEXT,SITE_TYPE,DELTA_13,REFCODE,NOTES
Mhlanga Lagoon,MHL,-29.703,31.101,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,"Skeleton, PMB 90/11",conventional 14C,bone,Homo sapiens,Pta-5780,"20","45",,,,Human burial,,ribot2010phe,
Muela ('Muela),MUL,-28.767,28.463,Lesotho,Butha-Buthe District,S,Grassland Biome,D3 Layer 3,conventional 14C,charcoal,,Pta-6335,"30","45",LSA,,,rock shelter,,kaplan2012alh,
Thompsons Bay,TMB,-29.523,31.227,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,"Skeleton, PMB 87/12",conventional 14C,bone,Homo sapiens,Pta-5769,"110","45",,,,Human burial,,ribot2010phe,
Mgede Shelter,MGD,-28.17,29.687,South Africa,Kwazulu-Natal,S,Grassland Biome,"1",conventional 14C,charcoal,,Pta-3669,"120","45",LSA,Ceramic LSA,,rock shelter,,mazel1986msh,
Enkwazini,ENK,-28.182,32.511,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,"Layer 2, Spit 1",conventional 14C,charcoal,,Pta-1848,"160","45",Iron Age,,,settlement,,hall1980ezc,Nqabeni facies
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,1 BSU,conventional 14C,plant remains,,Pta-870,"170","45",Iron Age,,,rock shelter,,vogel1986prd,
Mgoduyanuka,MGY,-28.717,29.394,South Africa,Kwazulu-Natal,S,Grassland Biome,Midden 1 Layer 2,conventional 14C,plant remains,maize cob,Pta-1698,"180","45",Iron Age,,,settlement,,maggs1982mts,Nqabeni facies
Mhlwazini Cave,MWZ,-29.048,29.39,South Africa,Kwazulu-Natal,S,Grassland Biome,Layer 2 MBS,conventional 14C,plant remains,maize cob,Pta-5102,"190","45",LSA,Ceramic LSA,,rock shelter,,mazel1990meh,
Hololo Crossing,HLC,-28.734,28.476,Lesotho,Butha-Buthe District,S,Grassland Biome,Spit 4,conventional 14C,charcoal,,Pta-5411,"260","45",,,,rock shelter,,mitchell1994rha,
eSinhlonhlweni,ESN,-28.842,30.166,South Africa,Kwazulu-Natal,S,Savanna Biome,"Ash 1, Layer 3",conventional 14C,charcoal,,Pta-3581,"330","45",,,,rock shelter,,mazel1986mse,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,BC4 skeleton,conventional 14C,bone,Homo sapiens,Pta-777,"340","45",,,,rock shelter,,vogel1986prd,
Muela ('Muela),MUL,-28.767,28.463,Lesotho,Butha-Buthe District,S,Grassland Biome,G2 Layer 2,conventional 14C,charcoal,,Pta-6332,"360","45",LSA,,,rock shelter,,kaplan2012alh,
iNkolimahashi Shelter,INS,-28.794,30.181,South Africa,Kwazulu-Natal,S,Savanna Biome,Layer2,conventional 14C,charcoal,,Pta-7227,"360","45",LSA,Ceramic LSA,,rock shelter,,mazel1999ise,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,BC4 skeleton,conventional 14C,bone,Homo sapiens,Pta-1318,"480","45",,,,rock shelter,,morris1992scs,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,1 BSU,conventional 14C,plant remains,,Pta-703,"500","45",Iron Age,,,rock shelter,,vogel1986prd,
iNkolimahashi Shelter,INS,-28.794,30.181,South Africa,Kwazulu-Natal,S,Savanna Biome,Layer3,conventional 14C,charcoal,,Pta-7459,"550","45",LSA,Ceramic LSA,,rock shelter,,mazel1999ise,
Shongweni South,SHOS,-29.85,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,"10 cm, Spit A, Level 1b ",conventional 14C,plant remains,,Pta-1837,"1060","45",LSA,Ceramic LSA,,rock shelter,,vogel1986prd,Organic matter from dung floor
Ntshekane,NSK,-28.96,30.408,South Africa,Kwazulu-Natal,S,Savanna Biome,Feature O,conventional 14C,charcoal,,Pta-1058,"1150","45",Iron Age,Early Iron Age ,,settlement,,maggs1976net,Ntshekane facies
Collingham Shelter,CHS,-29.46,29.796,South Africa,Kwazulu-Natal,S,Grassland Biome,BSV3,conventional 14C,charcoal,,Pta-5101,"1880","45",LSA,Ceramic LSA,,rock shelter,,mazel1992cse,
Shongweni North,SHON,-29.85,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,"Layer XXIVd, 55-60 cm",conventional 14C,charcoal,,Pta-4134,"2030","45",LSA,,,rock shelter,,vogel1986prd,
Likoaeng,LIK,-29.736,28.763,Lesotho,Thaba-Tseka,S,Grassland Biome,"Phase C, Layer VII/IX",conventional 14C,charcoal,,Pta-7098,"2060","45",LSA,Final LSA,,open site,,mitchell2011brh,
Strathalan A,SAA,-30.983,28.383,South Africa,Eastern Cape,S,Grassland Biome,Layer 2,conventional 14C,charcoal,,Pta-4678,"2470","45",LSA,,,rock shelter,,opperman1996els,
Likoaeng,LIK,-29.736,28.763,Lesotho,Thaba-Tseka,S,Grassland Biome,"Phase B, Layer XIII",conventional 14C,bone,,GrA-23236,"2555","45",LSA,Final LSA,,open site,,mitchell2011brh,
Likoaeng,LIK,-29.736,28.763,Lesotho,Thaba-Tseka,S,Grassland Biome,"Phase B, Layer XIII",conventional 14C,bone,,GrA-23233,"2810","45",LSA,Final LSA,,open site,,mitchell2011brh,
Likoaeng,LIK,-29.736,28.763,Lesotho,Thaba-Tseka,S,Grassland Biome,"Phase B, Layer XIII",conventional 14C,charcoal,,GrA-23239,"2860","45",LSA,Final LSA,,open site,,mitchell2011brh,
Likoaeng,LIK,-29.736,28.763,Lesotho,Thaba-Tseka,S,Grassland Biome,"Phase B, Layer XV",conventional 14C,charcoal,,GrA-23232,"3355","45",LSA,Final LSA,,open site,,mitchell2011brh,
Sehonghong,SHH,-29.75,28.75,Lesotho,Thaba-Tseka,S,Grassland Biome,SA,conventional 14C,,,Pta-6368 ,"9280","45",LSA,Oakhurst,,rock shelter,,mitchell1996qlh,
Sehonghong,SHH,-29.75,28.75,Lesotho,Thaba-Tseka,S,Grassland Biome,RBL,conventional 14C,,,Pta-6062,"12410","45",LSA,Robberg,,rock shelter,,mitchell1996qlh,
Nqabeni,NQB,-28.32,30.87,South Africa,Kwazulu-Natal,S,Grassland Biome,,conventional 14C,charcoal,,Pta-1770,"60","50",Iron Age,Later Iron Age,,settlement,,hall1979nlz,Nqabeni facies
Hluhluwe,HLW,-28.114,32.089,South Africa,Kwazulu-Natal,S,Savanna Biome,Spits 3 + 4,conventional 14C,charcoal,,Pta-2445,"90","50",Iron Age,,furnace,furnace,,hall1980shr,Nqabeni facies
Enkwazini,ENK,-28.182,32.511,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,Layer B,conventional 14C,charcoal,,Pta-2537,"90","50",Iron Age,,,settlement,,hall1980ezc,
Borchers Shelter,BCH,-30.687,30.377,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,Layer 2 (top),conventional 14C,charcoal,,Pta-3107,"100","50",,,,rock shelter,,cable1984ets,
Cato Manor (furnace),CTM,-29.863,30.947,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,,conventional 14C,charcoal,,Pta-5244,"110","50",Iron Age,Later Iron Age,,,,whitelaw1991ppa,
Mabhija,MBJ,-28.681,29.98,South Africa,Kwazulu-Natal,S,Savanna Biome,,conventional 14C,charcoal,,Pta-1699a,"115","50",Iron Age,,,settlement,,maggs1982mci,Nqabeni facies
eSinhlonhlweni,ESN,-28.842,30.166,South Africa,Kwazulu-Natal,S,Savanna Biome,"Ash 1, Layer 3",conventional 14C,charcoal,,Pta-3584,"170","50",,,,rock shelter,,mazel1986mse,
Umbeli Belli,UMB,-30.268,30.686,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,2BE (top),conventional 14C,charcoal,,Pta-2824,"200","50",LSA,,,rock shelter,,cable1984mtl,
Muela ('Muela),MUL,-28.767,28.463,Lesotho,Butha-Buthe District,S,Grassland Biome,D3 Layer 4,conventional 14C,charcoal,,Pta-6328,"240","50",LSA,,,rock shelter,,kaplan2012alh,
Enkwazini,ENK,-28.182,32.511,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,Layer B,conventional 14C,charcoal,,Pta-2485,"300","50",Iron Age,,,settlement,,hall1980ezc,Nqabeni facies
"Durban, King�s View",DBK,-30.051,30.887,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,"Skeleton, DBN 3335",conventional 14C,bone,Homo sapiens,Pta-5798,"480","50",,,,Human burial,,ribot2010phe,
Mbabane Shelter,MBB,-28.756,30.374,South Africa,Kwazulu-Natal,S,Savanna Biome,Layer 3,conventional 14C,charcoal,,Pta-3684,"500","50",LSA,Ceramic LSA,,rock shelter,,mazel1986mse,
Mhlwazini Cave,MWZ,-29.048,29.39,South Africa,Kwazulu-Natal,S,Grassland Biome,Layer 4 WMAC,conventional 14C,charcoal,,Pta-4864,"580","50",LSA,Ceramic LSA,,rock shelter,,mazel1990meh,
Moor Park,MRP,-29.073,29.809,South Africa,Kwazulu-Natal,S,Grassland Biome,Terrace E,conventional 14C,charcoal,,Pta-853,"600","50",Iron Age,Early Iron Age ,,settlement,,davies1974ewe,Moor Park facies
Collingham Shelter,CHS,-29.46,29.796,South Africa,Kwazulu-Natal,S,Grassland Biome,TBS,conventional 14C,wood,,Pta-5092,"650","50",LSA,Ceramic LSA,,rock shelter,,mazel1992cse,
Mzinyashana Shelter,MZY,-28.317,30.467,South Africa,Kwazulu-Natal,S,Grassland Biome,Layer 1,conventional 14C,,,Pta-6715,"660","50",LSA,Ceramic LSA,,rock shelter,,mazel1997mse,"No error reported, 50 years ssme as to other dates in paper"
Moor Park,MRP,-29.073,29.809,South Africa,Kwazulu-Natal,S,Grassland Biome,Terrace A,conventional 14C,charcoal,,Pta-850,"660","50",Iron Age,Early Iron Age ,,settlement,,davies1974ewe,Moor Park facies
Muela ('Muela),MUL,-28.767,28.463,Lesotho,Butha-Buthe District,S,Grassland Biome,G2 Layer 4,conventional 14C,charcoal,,Pta-6329,"730","50",LSA,,,rock shelter,,kaplan2012alh,
Gehle Shelter,GEH,-29.13,29.906,South Africa,Kwazulu-Natal,S,Grassland Biome,"1",conventional 14C,charcoal,,Pta-3243/-1381,"750","50",LSA,Ceramic LSA,,rock shelter,,mazel1984gsr,
Moor Park,MRP,-29.073,29.809,South Africa,Kwazulu-Natal,S,Grassland Biome,Terrace H,conventional 14C,charcoal,,Pta-849,"750","50",Iron Age,Early Iron Age ,,settlement,,davies1974ewe,Moor Park facies
Durban Bluff,DBB,-29.926,31.009,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,"Skeleton, DBN 4381",conventional 14C,bone,Homo sapiens,Pta-5789,"780","50",,,,Human burial,,ribot2010phe,
Mzinyashana Shelter,MZY,-28.317,30.467,South Africa,Kwazulu-Natal,S,Grassland Biome,Layer 2,conventional 14C,,,Pta-6541,"790","50",LSA,Ceramic LSA,,rock shelter,,mazel1997mse,
Pitsaneng,PIT,-29.728,28.793,Lesotho,Thaba-Tseka,S,Grassland Biome,burial,conventional 14C,bone,Homo sapiens,Pta-8360,"810","50",,,,rock shelter,,hobart2004pen,
Mgede Shelter,MGD,-28.17,29.687,South Africa,Kwazulu-Natal,S,Grassland Biome,"2",conventional 14C,charcoal,,Pta-3665,"820","50",LSA,Ceramic LSA,,rock shelter,,mazel1986msh,
Mpambanyoni ,MPY,-30.289,30.736,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,Midden A,conventional 14C,charcoal,,Pta-2534,"885","50",Iron Age,Later Iron Age,,shell midden,,robey1980mns,Blackburn facies
Mpambanyoni ,MPY,-30.289,30.736,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,Midden B,conventional 14C,charcoal,,Pta-2528,"930","50",Iron Age,Later Iron Age,,shell midden,,robey1980mns,Blackburn facies
Shongweni North,SHON,-29.85,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,40-50 cm,conventional 14C,Wood,,Pta-2602,"950","50",Iron Age,,,rock shelter,,vogel1986prd,�Middle Iron Age�
Mzinyashana Shelter,MZY,-28.317,30.467,South Africa,Kwazulu-Natal,S,Grassland Biome,Layer 3,conventional 14C,,,Pta-6538,"970","50",LSA,Ceramic LSA,,rock shelter,,mazel1997mse,
Sibudu Cave,SIB,-29.5,31.083,South Africa,Kwazulu-Natal,S,Thicket Biome,Hut floor,conventional 14C,charcoal,,Pta-9202,"970","50",Iron Age,,,rock shelter,,wood2009cgb,Blackburn facies
Mpambanyoni ,MPY,-30.289,30.736,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,Midden A,conventional 14C,charcoal,,Pta-2527,"980","50",Iron Age,Later Iron Age,,shell midden,,robey1980mns,Blackburn facies
Belleview,BLV,-29.999,29.058,South Africa,Kwazulu-Natal,S,Grassland Biome,Layer 1,conventional 14C,charcoal,,Pta-449,"1030","50",LSA,,,rock shelter,,carter1974dia,
Ntshekane,NSK,-28.96,30.408,South Africa,Kwazulu-Natal,S,Savanna Biome,Feature V,conventional 14C,charcoal,,Pta-1057,"1100","50",Iron Age,Early Iron Age ,,settlement,,maggs1976net,Ntshekane facies
Shongweni South,SHOS,-29.85,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,"5 cm, Spit A, Level 1b ",conventional 14C,plant remains,,Pta-1059,"1120","50",LSA,Ceramic LSA,,rock shelter,,vogel1986prd,Organic matter from dung floor
Umbeli Belli,UMB,-30.268,30.686,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,2AL (lower),conventional 14C,charcoal,,Pta-2825,"1140","50",LSA,,,rock shelter,,cable1984mtl,
iNkolimahashi Shelter,INS,-28.794,30.181,South Africa,Kwazulu-Natal,S,Savanna Biome,Layer 4,conventional 14C,charcoal,,Pta-7229,"1170","50",LSA,Ceramic LSA,,rock shelter,,mazel1999ise,
Ntsitsana,NTS,-31.067,29.2,South Africa,Eastern Cape,S,Savanna Biome,Pit 6,conventional 14C,charcoal,,Pta-4687,"1180","50",Iron Age,Early Iron Age ,,settlement,,prins1993efc,Ndondonwane facies
Ntsitsana,NTS,-31.067,29.2,South Africa,Eastern Cape,S,Savanna Biome,Pit 5,conventional 14C,charcoal,,Pta-4695,"1180","50",Iron Age,Early Iron Age ,,settlement,,prins1993efc,Ndondonwane facies
Ndondondwane,NDW,-28.897,31.031,South Africa,Kwazulu-Natal,S,Savanna Biome,"I10, 40-50 cm",conventional 14C,charcoal,,Pta-2389,"1190","50",Iron Age,Early Iron Age ,,settlement,,maggs1984npr,Ndondonwane facies
Magogo,MGO,-28.983,30.396,South Africa,Kwazulu-Natal,S,Savanna Biome,Pit 13B,conventional 14C,charcoal,,Pta-2875,"1190","50",Iron Age,Early Iron Age ,,settlement,,maggs1984esm,Ndondonwane facies
Shongweni South,SHOS,-29.85,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,"22-23 cm, Spit C, Level 1b ",conventional 14C,plant remains,,Pta-1766,"1200","50",LSA,Ceramic LSA,,rock shelter,,vogel1986prd,Organic matter from dung floor
Ndondondwane,NDW,-28.897,31.031,South Africa,Kwazulu-Natal,S,Savanna Biome,"G11, 50-60 cm",conventional 14C,charcoal,,Pta-2388,"1220","50",Iron Age,Early Iron Age ,,settlement,,maggs1984npr,Ndondonwane facies
Sehonghong,SHH,-29.75,28.75,Lesotho,Thaba-Tseka,S,Grassland Biome,GAP,conventional 14C,,,Pta-6084,"1240","50",LSA,Ceramic LSA,,rock shelter,,mitchell1996qlh,
Collingham Shelter,CHS,-29.46,29.796,South Africa,Kwazulu-Natal,S,Grassland Biome,TBS,conventional 14C,charcoal,,Pta-5408,"1260","50",LSA,Ceramic LSA,,rock shelter,,mazel1992cse,
Gehle Shelter,GEH,-29.13,29.906,South Africa,Kwazulu-Natal,S,Grassland Biome,"1",conventional 14C,charcoal,,Pta-3242,"1280","50",LSA,Ceramic LSA,,rock shelter,,mazel1984gsr,
Wosi,WOS,-28.907,31.031,South Africa,Kwazulu-Natal,S,Savanna Biome,"Grid I, midden, 30 cm",conventional 14C,charcoal,,Pta-4094,"1290","50",Iron Age,Early Iron Age ,,midden,,vanschalkwyk1994mcp,Ndondonwane facies
Mamba Confluence,MBC,-28.943,31.047,South Africa,Kwazulu-Natal,S,Savanna Biome,Area VII,conventional 14C,bone,,Pta-4132,"1290","50",Iron Age,Early Iron Age ,,settlement,,vanschalkwyk1994evl,Ndondonwane facies
Ntsitsana,NTS,-31.067,29.2,South Africa,Eastern Cape,S,Savanna Biome,Pit 1,conventional 14C,charcoal,,Pta-4684,"1290","50",Iron Age,Early Iron Age ,,settlement,,prins1993efc,Msuluzi facies
KwaThwaleyakhe,KWT,-28.914,30.444,South Africa,Kwazulu-Natal,S,Savanna Biome,"TBS 1, layer 2",conventional 14C,charcoal,,Pta-5350,"1290","50",LSA,,,rock shelter,,mazel1993kse,
Mamba Confluence,MBC,-28.943,31.047,South Africa,Kwazulu-Natal,S,Savanna Biome,Area II,conventional 14C,bone,,Pta-4114,"1300","50",Iron Age,Early Iron Age ,,settlement,,vanschalkwyk1994evl,Ndondonwane facies
Mamba Confluence,MBC,-28.943,31.047,South Africa,Kwazulu-Natal,S,Savanna Biome,Test Trench I,conventional 14C,bone,,Pta-4137,"1300","50",Iron Age,Early Iron Age ,,settlement,,vanschalkwyk1994evl,Ndondonwane facies
Mbabane Shelter,MBB,-28.756,30.374,South Africa,Kwazulu-Natal,S,Savanna Biome,PBS layer 2,conventional 14C,charcoal,,Pta-3680,"1310","50",,,,rock shelter,,mazel1986mse,
Mqanduli,MQD,-31.809,28.76,South Africa,Kwazulu-Natal,S,Savanna Biome,RM1,conventional 14C,,,Pta-4917,"1330","50",Iron Age,Early Iron Age ,,,,"vogel1999sdr; huffman2007h",Msuluzi facies
Magogo,MGO,-28.983,30.396,South Africa,Kwazulu-Natal,S,Savanna Biome,Pit 1,conventional 14C,charcoal,,Pta-2874,"1360","50",Iron Age,Early Iron Age ,,settlement,,maggs1984esm,Msuluzi facies
Mamba Confluence,MBC,-28.943,31.047,South Africa,Kwazulu-Natal,S,Savanna Biome,Area II,conventional 14C,charcoal,,Pta-4093,"1390","50",Iron Age,Early Iron Age ,,settlement,,vanschalkwyk1994evl,"Possibly too old, from heartwood? Ndondonwane facies"
Mhlopeni,MHP,-29.011,30.412,South Africa,Kwazulu-Natal,S,Savanna Biome,,conventional 14C,charcoal,,Pta-2878,"1400","50",Iron Age,Early Iron Age ,,,,maggs1984esm,Msuluzi facies
Sehonghong,SHH,-29.75,28.75,Lesotho,Thaba-Tseka,S,Grassland Biome,,conventional 14C,,,Pta-885,"1400","50",LSA,Ceramic LSA,,rock shelter,,mitchell1996qlh,
Wosi,WOS,-28.907,31.031,South Africa,Kwazulu-Natal,S,Savanna Biome,"Grid II, Layer 3",conventional 14C,charcoal,,Pta-4100,"1460","50",Iron Age,Early Iron Age ,,midden,,vanschalkwyk1994mcp,Msuluzi facies
Shongweni North,SHON,-29.85,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,"Layer XVIII, 22-23 cm",conventional 14C,charcoal,,Pta-4159,"1490","50",Iron Age,Early Iron Age ,,rock shelter,,vogel1986prd,Early Iron Age
Mbabane Shelter,MBB,-28.756,30.374,South Africa,Kwazulu-Natal,S,Savanna Biome,Layer 4,conventional 14C,charcoal,,Pta-3678,"1520","50",LSA,Ceramic LSA,,rock shelter,,mazel1986mse,
Clarke's Shelter,CLK,-29.021,29.316,South Africa,Kwazulu-Natal,S,Grassland Biome,Layer 2,conventional 14C,charcoal,,Pta-2973,"1580","50",LSA,Ceramic LSA,,rock shelter,,mazel1984dcs,
Inanda Quarry,INQ,-29.753,30.914,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,Pit 3,conventional 14C,charcoal,,Pta-5492,"1580","50",Iron Age,Early Iron Age ,,,,whitelaw1996cdp,Mzonjani facies
iNkolimahashi Shelter,INS,-28.794,30.181,South Africa,Kwazulu-Natal,S,Savanna Biome,Layer 5,conventional 14C,charcoal,,Pta-7230,"1580","50",LSA,Ceramic LSA,,rock shelter,,mazel1999ise,
iNkolimahashi Shelter,INS,-28.794,30.181,South Africa,Kwazulu-Natal,S,Savanna Biome,Layer 5,conventional 14C,charcoal,,Pta-7231,"1600","50",LSA,Ceramic LSA,,rock shelter,,mazel1999ise,
Enkwazini,ENK,-28.182,32.511,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,Layer 2. Spit 4,conventional 14C,charcoal,,Pta-1847,"1650","50",Iron Age,Early Iron Age ,,settlement,,hall1980ezc,Mzonjani facies
Mzinyashana Shelter,MZY,-28.317,30.467,South Africa,Kwazulu-Natal,S,Grassland Biome,Layer 4,conventional 14C,,,Pta-6966,"1750","50",LSA,Ceramic LSA,,rock shelter,,mazel1997mse,Rejected by Mazel due to inversion
Collingham Shelter,CHS,-29.46,29.796,South Africa,Kwazulu-Natal,S,Grassland Biome,VP2,conventional 14C,charcoal,,Pta-5274,"1770","50",LSA,Ceramic LSA,,rock shelter,,mazel1992cse,
Collingham Shelter,CHS,-29.46,29.796,South Africa,Kwazulu-Natal,S,Grassland Biome,BSV2,conventional 14C,charcoal,,Pta-5096,"1800","50",LSA,Ceramic LSA,,rock shelter,,mazel1992cse,
Collingham Shelter,CHS,-29.46,29.796,South Africa,Kwazulu-Natal,S,Grassland Biome,GAD,conventional 14C,wood,,Pta-5098,"1830","50",LSA,Ceramic LSA,,rock shelter,,mazel1992cse,
Illovo Beach,ILB,-30.119,30.849,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,"Skeleton, UCT 154",conventional 14C,bone,Homo sapiens,Pta-6968,"1980","50",,,,Human burial,,ribot2010phe,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,1 BSU,conventional 14C,charcoal,,Pta-506,"2010","50",,,,rock shelter,,vogel1986prd,
Borchers Shelter,BCH,-30.687,30.377,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,Layer 3 (lower),conventional 14C,charcoal,,Pta-3108,"2070","50",LSA,,,rock shelter,,cable1984ets,
Doonside,DNS,-30.072,30.869,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,"Skeleton, DBN 3062",conventional 14C,bone,Homo sapiens,Pta-5800,"2110","50",,,,Human burial,,ribot2010phe,
Clarke's Shelter,CLK,-29.021,29.316,South Africa,Kwazulu-Natal,S,Grassland Biome,Layer 3,conventional 14C,charcoal,,Pta-2971,"2160","50",LSA,Ceramic LSA,,rock shelter,,mazel1984dcs,
Mzinyashana Shelter,MZY,-28.317,30.467,South Africa,Kwazulu-Natal,S,Grassland Biome,Layer 6,conventional 14C,,,Pta-6542,"2260","50",LSA,Final LSA,,rock shelter,,mazel1997mse,
Mhlwazini Cave,MWZ,-29.048,29.39,South Africa,Kwazulu-Natal,S,Grassland Biome,Layer 5 AOBS,conventional 14C,charcoal,,Pta-4868,"2280","50",LSA,,,rock shelter,,mazel1990meh,
Clarke's Shelter,CLK,-29.021,29.316,South Africa,Kwazulu-Natal,S,Grassland Biome,Layer 3,conventional 14C,charcoal,,Pta-3247,"2380","50",LSA,,,rock shelter,,mazel1984dcs,
iNkolimahashi Shelter,INS,-28.794,30.181,South Africa,Kwazulu-Natal,S,Savanna Biome,Layer 7,conventional 14C,charcoal,,Pta-7232,"2520","50",LSA,Final LSA,,rock shelter,,mazel1999ise,
Belleview,BLV,-29.999,29.058,South Africa,Kwazulu-Natal,S,Grassland Biome,Layer 3 Spit 7,conventional 14C,charcoal,,Pta-309,"2610","50",LSA,,,rock shelter,,carter1974dia,
Mhlwazini Cave,MWZ,-29.048,29.39,South Africa,Kwazulu-Natal,S,Grassland Biome,Layer 6 SOBS,conventional 14C,charcoal,,Pta-4876,"2760","50",LSA,,,rock shelter,,mazel1990meh,
Ballito Bay,BAB,-29.52,31.229,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,Skeleton B,conventional 14C,bone,Homo sapiens,Pta-5803,"2940","50",,,,Human burial,,ribot2010phe,
Likoaeng,LIK,-29.736,28.763,Lesotho,Thaba-Tseka,S,Grassland Biome,"Phase A, Layer XVII",conventional 14C,charcoal,,GrA-23535,"3110","50",LSA,Final LSA,,open site,,mitchell2011brh,
Shongweni North,SHON,-29.85,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,"Layer XIXa, 40-42 cm",conventional 14C,plant remains,,Pta-4135,"3840","50",LSA,,,rock shelter,,vogel1986prd,Seems to be out of sequence
Belleview,BLV,-29.999,29.058,South Africa,Kwazulu-Natal,S,Grassland Biome,"Layer 5, Spit 17",conventional 14C,charcoal,,Pta-359,"7670","50",LSA,,,rock shelter,,carter1974dia,
Sehonghong,SHH,-29.75,28.75,Lesotho,Thaba-Tseka,S,Grassland Biome,RF,AMS,charcoal,,OxA-32926,"12010","50",LSA,Robberg,hearth,rock shelter,,pargeter2017ssi,
Sehonghong,SHH,-29.75,28.75,Lesotho,Thaba-Tseka,S,Grassland Biome,RF,AMS,charcoal,,OxA-32925,"12355","50",LSA,Robberg,,rock shelter,,pargeter2017ssi,
Sehonghong,SHH,-29.75,28.75,Lesotho,Thaba-Tseka,S,Grassland Biome,RF,AMS,charcoal,,OxA-32924,"12420","50",LSA,Robberg,,rock shelter,,pargeter2017ssi,
Good Hope Shelter,GHS,-29.656,29.427,South Africa,Kwazulu-Natal,S,Grassland Biome,layer 3,conventional 14C,charcoal,,Pta-1480 ,"7670","55",LSA,Wilton,,rock shelter,,cable1980esu, (described as Oakhurst by Wadley 2000)
Sehonghong,SHH,-29.75,28.75,Lesotho,Thaba-Tseka,S,Grassland Biome,RBL,AMS,charcoal,,OxA-32923,"12870","55",LSA,Robberg,hearth,rock shelter,,pargeter2017ssi,
Sehonghong,SHH,-29.75,28.75,Lesotho,Thaba-Tseka,S,Grassland Biome,RBL,AMS,charcoal,,OxA-32922,"12960","55",LSA,Robberg,hearth,rock shelter,,pargeter2017ssi,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,1 BSU,conventional 14C,plant remains,,Pta-715,"440","60",Iron Age,,,rock shelter,,vogel1986prd,
Shongweni South,SHOS,-29.85,30.717,South Africa,Kwazulu-Natal,S,Savanna Biome,"24 cm, Spit C",conventional 14C,plant remains,Sorghum ,Pta-1060,"700","60",Iron Age,,,rock shelter,,vogel1986prd,"In pit, later than Level 1"
Emberton Way,EMW,-29.703,31.101,South Africa,Kwazulu-Natal,S,Indian Ocean Coastal Belt,"Layer 2, BS Spit 1 (Hearth)",conventional 14C,charcoal,,Pta-2879,"1050","60",Iron Age,,,midden,,horwitz1991smi,Ntshekane facies
KwaGandaganda,KWG,-29.679,30.836,South Africa,Kwazulu-Natal,S,Savanna Biome,Sq. 14,conventional 14C,charcoal,,Wits-1920,"1080","60",Iron Age,Early Iron Age ,,settlement,,whitelaw1994ksp,Ntshekane facies
Mamba Confluence,MBC,-28.943,31.047,South Africa,Kwazulu-Natal,S,Savanna Biome,,conventional 14C,bone,,Pta-4164,"1170","60",Iron Age,Early Iron Age ,furnace,settlement,,vanschalkwyk1994evl,Ndondonwane facies
Nkanya 3057,NKY,-32.152,28.948,South Africa,Eastern Cape,S,Indian Ocean Coastal Belt,,conventional 14C,Marine shell,,Beta-115554,"1200","60",Iron Age,,,,,feely1987eft,
